24488,70,1079,MINISUOPER SAGRADO CORAZON,329 56,71A,71B,MERIDA,MERIDA,SAN ANTONIO KAUA III,,97370,,104,B,10.1805416667,W0,LV,2,281,004802810070,2,2,20.94013,-89.57719,25/07/2013,122.1665,12
24534,70,1076,TDJON XIMENA,150 41B,16,ESQUINA,Kanasin,Kanasin,FRAC PEDREGALES,,97370,,104,C,5.4213,W0,LV,2,281,004802810070,2,2,20.9241,-89.55729,07/08/2013,65.0556,12
24721,70,1077,ABARROTES PEKES,310C 34A DIAGONAL,25 DIAGONAL,23,Croc,Kanasin,FRAC CROC KANASIN,,97370,,104,C,7.3935333333,W0,LV,2,281,004802810070,2,2,20.93505,-89.56482,07/09/2013,88.7224,12
24855,70,1075,LA BUENA FE,93 21,18,20,Kopoma,Chochola,KOPOMA,,97818,,104,B,6.5602,W0,JS,2,281,004802810070,2,2,20.648767,-89.900319,11/10/2013,78.7224,12
27267,70,1075,REFACCIONARIA CHALE,S/N 15,18,ESQ.,MERIDA,MERIDA,KOPOMA,,97818,,105,D,8.7777583333,W0,MJS,3,281,004802810070,3,3,20.652322,-89.898854,14/11/2013,105.3331,12
28663,70,1075,TIENDA COCOXITO,87 17,16,18,MERIDA,MERIDA,KOPOMA,,97000,,104,D,3.5926,W0,J,1,281,004802810070,1,1,20.651258,-89.898753,26/11/2013,43.1112,12
28812,70,1075,MOLINO LUIS ANGEL,85-A 14,15,17,Chochola,Chochola,CHOCHOLA CENTRO,,97832,,113,C,1.3842666667,W0,J,1,281,004802810070,1,1,20.753624,-89.826863,19/12/2013,16.6112,12
28972,70,1079,TAQUERIA GLORIA,269 75 A,60 A,62,MERIDA,MERIDA,SAN ANTONIO KAUA,,97370,,114,D,1.5879666667,W0,R,1,281,004802810070,1,1,20.938364,-89.582682,28/01/2014,19.0556,12
29193,70,1076,NEVERIA Y PALETERIA LA MICHOACANA,105 22,21,23,Croc,Kanasin,CENTRO - KANASIN,,97370,,134,D,1.375,W0,L,1,281,004802810070,1,1,20.934477,-89.558412,10/03/2014,16.5,12
29215,70,1079,MARIA INES,191 71,48,50,Xelpac,Kanasin,XELPAC - KANASIN,,97370,,104,C,9.4097166667,W0,V,1,281,004802810070,1,1,20.94092,-89.574065,14/03/2014,112.9166,12
29424,70,1076,TENDEJON CHUMAYEL,402 25-A,26-A,28,MERIDA,MERIDA,HECTOR VICTORIA,,97370,,104,A,13.949075,W0,LRV,3,281,004802810070,3,3,20.928399,-89.563338,24/04/2014,167.3889,12
29487,70,1075,WILLYS CHOCHOLA,S/N 20,21,21-A,Chochola,Chochola,CHOCHOLA,,97000,,104,A,26.0763333333,W0,MJ,2,281,004802810070,2,2,20.750289,-89.830517,12/05/2014,312.916,12
29533,70,1076,MARIA ALBERTA CAUICH CHAN,S/N 22,29,29-A,MERIDA,MERIDA,HECTOR VICTORIA,,97370,,106,D,8.7592666667,W0,R,1,281,004802810070,1,1,20.926487,-89.560196,26/05/2014,105.1112,12
29940,70,1075,OXXO  XTEPEN 50 XTW,S/N CARR A CAMPECHE KM 147,DOM CON,DOM CON,MERIDA,MERIDA,UMAN,,97000,,130,A,30.3333333333,W0,MJS,3,281,004802810070,3,3,20.839242,-89.7489,19/08/2014,364,12
29948,70,1075,OXXO KOPOMA 50PCA,S/N LOCALIDAD SAN BERNARDO,DOM CON,DOM CON,MERIDA,MERIDA,KOPOMA,,97000,,130,C,10.5416666667,W0,J,1,281,004802810070,1,1,20.620814,-89.946652,19/08/2014,126.5,12
30790,70,1076,SOPES Y QUESADILLAS,133 14,27,25,MERIDA,MERIDA,XELPAC,,97000,,114,D,1.7083333333,W0,V,1,281,004802810070,1,1,20.93136,-89.553723,26/11/2014,20.5,12
