CD JUAREZ,36,05-sep-12,425,90,90,0,0,88,232.08,215.42,100.00%,97.78%,92.82%,08:03,17:16
CD JUAREZ,36,05-sep-12,426,85,85,0,0,82,336.92,328.42,100.00%,96.47%,97.48%,09:15,21:54
CD JUAREZ,36,05-sep-12,500,5,5,0,0,5,512.42,557.92,100.00%,100.00%,108.88%,08:35,15:36
CD JUAREZ,36,05-sep-12,505,5,5,0,0,4,684.5,618,100.00%,80.00%,90.28%,11:15,16:30
CD JUAREZ,36,05-sep-12,510,16,16,0,0,16,303,284.5,100.00%,100.00%,93.89%,08:46,15:43
CD JUAREZ,36,05-sep-12,511,8,8,0,0,8,190.25,188,100.00%,100.00%,98.82%,07:47,15:01
CD JUAREZ,36,05-sep-12,512,15,15,0,0,15,412.42,403.92,100.00%,100.00%,97.94%,08:39,15:41
CD JUAREZ,36,05-sep-12,520,16,16,0,0,16,341.33,330.83,100.00%,100.00%,96.92%,09:42,17:53
CD JUAREZ,36,06-sep-12,400,68,67,0,1,66,141.67,138,98.53%,97.06%,97.41%,08:18,15:26
CD JUAREZ,36,06-sep-12,403,42,42,0,0,42,115.83,105.17,100.00%,100.00%,90.80%,09:04,16:04
CD JUAREZ,36,06-sep-12,406,69,69,0,0,68,441.67,425.42,100.00%,98.55%,96.32%,08:14,17:44
CD JUAREZ,36,06-sep-12,407,106,106,0,0,106,276.25,269,100.00%,100.00%,97.38%,08:03,19:58
CD JUAREZ,36,06-sep-12,408,75,75,0,0,75,161.83,145.58,100.00%,100.00%,89.96%,08:35,16:00
CD JUAREZ,36,06-sep-12,409,54,54,0,0,54,320.83,316.33,100.00%,100.00%,98.60%,08:32,17:24
CD JUAREZ,36,06-sep-12,411,83,83,0,0,83,284,241.17,100.00%,100.00%,84.92%,08:38,19:48
CD JUAREZ,36,06-sep-12,412,91,89,0,2,88,239.25,231,97.80%,96.70%,96.55%,09:58,20:03
CD JUAREZ,36,06-sep-12,413,85,85,0,0,85,227.75,214.25,100.00%,100.00%,94.07%,08:52,15:28
CD JUAREZ,36,06-sep-12,414,84,84,0,0,84,215,207.42,100.00%,100.00%,96.47%,07:54,15:58
